bedroomCount,bathroomCount,habitableSurface,toiletCount,terraceSurface,postCode,gardenSurface,totalParkingCount,province_encoded,type_encoded,subtype_encoded,epcScore_encoded,hasAttic_encoded,hasGarden_encoded,hasAirConditioning_encoded,hasArmoredDoor_encoded,hasVisiophone_encoded,hasTerrace_encoded,hasOffice_encoded,hasSwimmingPool_encoded,hasFireplace_encoded,hasBasement_encoded,hasDressingRoom_encoded,hasDiningRoom_encoded,hasLift_encoded,hasHeatPump_encoded,hasPhotovoltaicPanels_encoded,hasLivingRoom_encoded,price
3.0,1.0,293.0,2.0,22.0,2830,266.0,0.0,3,2,2,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,599000.0
3.0,1.0,230.0,2.0,18.0,2830,68.0,1.0,3,2,2,2.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,228000.0
2.0,1.0,95.0,1.0,20.0,2830,70.0,1.0,3,1,6,,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,347032.0
2.0,1.0,98.0,1.0,20.0,2830,48.0,1.0,3,1,6,,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,345364.0
2.0,1.0,135.0,2.0,30.0,2960,630.0,4.0,3,2,2,7.0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,515000.0
3.0,1.0,129.0,1.0,18.0,2960,55.0,3.0,3,1,6,6.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,399000.0
3.0,1.0,130.0,2.0,100.0,2960,400.0,0.0,3,2,2,4.0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,425000.0
2.0,1.0,154.0,2.0,38.0,2960,42.0,2.0,3,2,2,7.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,579000.0
4.0,1.0,210.0,2.0,18.0,2960,550.0,0.0,3,2,2,,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,649000.0
4.0,1.0,145.0,2.0,1.0,2960,1440.0,0.0,3,2,2,4.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,395000.0
3.0,1.0,130.0,2.0,12.0,2960,460.0,1.0,3,2,2,,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,484000.0
4.0,1.0,183.0,1.0,12.0,3050,50.0,3.0,4,2,2,2.0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,348000.0
2.0,1.0,72.0,1.0,20.0,3010,85.0,2.0,4,1,1,6.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,349000.0
4.0,1.0,148.0,2.0,20.0,3010,207.0,0.0,4,2,2,4.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,479000.0
3.0,1.0,127.0,1.0,8.0,3010,80.0,0.0,4,2,2,5.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,435000.0
4.0,2.0,209.0,2.0,25.0,3010,125.0,3.0,4,2,2,7.0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,687500.0
2.0,1.0,126.0,2.0,14.0,3010,193.0,4.0,4,2,2,5.0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,440000.0
3.0,1.0,179.0,2.0,40.0,3010,150.0,1.0,4,2,2,5.0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,399000.0
3.0,2.0,302.0,4.0,15.0,3010,48.0,0.0,4,2,2,5.0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,695000.0
4.0,2.0,200.0,3.0,20.0,3010,40.0,0.0,4,2,2,7.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,675000.0
5.0,2.0,223.0,2.0,30.0,3010,128.0,0.0,4,2,2,5.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,750000.0
3.0,1.0,155.0,2.0,1.0,3010,1.0,0.0,4,2,9,7.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,695000.0
6.0,2.0,550.0,3.0,350.0,3010,2600.0,9.0,4,2,13,7.0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,990000.0
3.0,1.0,144.0,1.0,6.0,3010,71.0,4.0,4,2,2,2.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,263000.0
4.0,1.0,270.0,2.0,21.0,3052,185.0,1.0,4,2,2,7.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,716000.0
5.0,3.0,623.0,2.0,1.0,3040,1.0,5.0,4,2,13,6.0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1995000.0
6.0,2.0,390.0,3.0,40.0,3040,2117.0,2.0,4,2,2,6.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,985000.0
1.0,1.0,85.0,1.0,10.0,3040,30.0,3.0,4,2,2,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,275000.0
3.0,2.0,226.0,2.0,30.0,3040,2000.0,4.0,4,2,2,3.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,375000.0
2.0,1.0,240.0,1.0,35.0,3040,600.0,4.0,4,2,13,6.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,498000.0
3.0,1.0,184.0,1.0,20.0,3040,400.0,5.0,4,2,2,2.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,349000.0
2.0,1.0,160.0,1.0,20.0,3040,1000.0,3.0,4,2,2,2.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,395000.0
2.0,1.0,160.0,1.0,20.0,3040,1000.0,3.0,4,2,13,2.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,395000.0
4.0,2.0,280.0,3.0,24.0,3040,500.0,5.0,4,2,2,,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,599000.0
5.0,2.0,330.0,2.0,40.0,3040,1450.0,7.0,4,2,13,6.0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,879000.0
6.0,2.0,260.0,2.0,1.0,3040,1.0,3.0,4,2,2,6.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,539000.0
3.0,1.0,156.0,2.0,20.0,3040,29.0,1.0,4,2,2,7.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,465000.0
3.0,2.0,176.0,2.0,30.0,3040,9800.0,6.0,4,2,2,,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,850000.0
6.0,2.0,260.0,2.0,1.0,3040,1.0,3.0,4,2,2,6.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,539000.0
3.0,1.0,152.0,1.0,9.0,3051,528.0,4.0,4,2,2,2.0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,489000.0
3.0,2.0,291.0,2.0,180.0,3051,180.0,1.0,4,2,2,4.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,495000.0
3.0,1.0,96.0,2.0,1.0,3051,1.0,0.0,4,1,1,6.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,365000.0
2.0,2.0,120.0,2.0,35.0,3053,715.0,0.0,4,2,2,2.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,435000.0
1.0,1.0,81.0,1.0,20.0,3053,68.0,1.0,4,1,1,,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,380000.0
1.0,1.0,81.0,1.0,20.0,3053,86.0,1.0,4,1,1,,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,380000.0
1.0,1.0,81.0,1.0,20.0,3053,86.0,1.0,4,1,1,,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,380000.0
4.0,1.0,270.0,2.0,21.0,3053,113.0,3.0,4,2,2,,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,716000.0
1.0,1.0,80.0,1.0,20.0,3053,68.0,1.0,4,1,6,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,380000.0
2.0,1.0,107.0,1.0,18.0,3053,5.0,0.0,4,1,1,6.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,397750.0
1.0,1.0,72.0,1.0,18.0,3053,31.0,1.0,4,1,1,,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,335000.0
3.0,1.0,184.0,2.0,46.0,3001,320.0,0.0,4,2,2,5.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,440000.0
5.0,3.0,155.0,2.0,6.0,3001,28.0,5.0,4,2,7,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,845000.0
2.0,1.0,106.0,2.0,20.0,3001,180.0,0.0,4,1,4,7.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,485000.0
2.0,1.0,64.0,1.0,21.0,3001,79.0,0.0,4,1,1,4.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,329000.0
4.0,1.0,308.0,2.0,25.0,3001,340.0,3.0,4,2,9,6.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,734000.0
3.0,1.0,150.0,1.0,20.0,3001,595.0,1.0,4,2,2,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,355000.0
1.0,1.0,112.0,2.0,20.0,3001,100.0,0.0,4,2,2,6.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,475000.0
2.0,1.0,108.0,2.0,20.0,3001,500.0,1.0,4,1,4,6.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,415000.0
2.0,1.0,137.0,2.0,20.0,2800,1100.0,1.0,3,1,11,6.0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,589000.0
2.0,1.0,150.0,1.0,10.0,2800,40.0,1.0,3,2,2,4.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,365000.0
1.0,1.0,70.0,1.0,18.0,2800,60.0,1.0,3,1,6,5.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,219000.0
2.0,1.0,110.0,1.0,34.0,2800,2293.0,0.0,3,1,4,7.0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,493000.0
3.0,2.0,237.0,3.0,17.0,2800,44.0,0.0,3,2,2,7.0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,814000.0
3.0,1.0,130.0,2.0,10.0,2800,75.0,0.0,3,2,2,5.0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,384000.0
1.0,1.0,71.0,1.0,12.0,2800,136.0,0.0,3,1,6,5.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,285000.0
3.0,1.0,136.0,1.0,58.0,2800,140.0,0.0,3,2,2,4.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,369000.0
3.0,2.0,221.0,2.0,30.0,2800,70.0,0.0,3,2,9,7.0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,849000.0
3.0,1.0,167.0,1.0,19.0,2800,96.0,0.0,3,2,2,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,474850.0
3.0,1.0,124.0,2.0,21.0,2800,124.0,2.0,3,2,2,7.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,545000.0
4.0,2.0,230.0,2.0,30.0,2800,98.0,2.0,3,2,2,7.0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,659000.0
3.0,1.0,154.0,1.0,30.0,2800,10.0,0.0,3,2,2,6.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,335000.0
3.0,1.0,202.0,1.0,6.0,2800,61.0,1.0,3,2,2,,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,495000.0
2.0,1.0,104.0,1.0,15.0,2800,65.0,0.0,3,1,1,7.0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,419000.0
3.0,1.0,172.0,2.0,10.0,2800,39.0,1.0,3,2,2,7.0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,477800.0
5.0,2.0,520.0,3.0,150.0,2800,250.0,3.0,3,1,1,6.0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1780000.0
4.0,1.0,300.0,3.0,34.0,2800,110.0,0.0,3,2,14,4.0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,460000.0
2.0,1.0,130.0,2.0,30.0,2800,450.0,2.0,3,2,2,6.0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,465000.0
1.0,1.0,241.0,3.0,28.0,2800,20.0,0.0,3,2,8,5.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,915000.0
4.0,1.0,200.0,2.0,27.0,2800,65.0,0.0,3,2,2,6.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,520000.0
2.0,1.0,115.0,1.0,18.0,2800,40.0,0.0,3,2,2,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,360000.0
3.0,1.0,278.0,1.0,90.0,2800,1100.0,1.0,3,2,2,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,639000.0
4.0,2.0,227.0,2.0,12.0,2800,880.0,7.0,3,2,7,4.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,479000.0
5.0,2.0,360.0,2.0,6.0,2800,220.0,3.0,3,2,7,6.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,562000.0
2.0,1.0,318.0,2.0,20.0,2800,1488.0,4.0,3,2,13,6.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,798000.0
3.0,1.0,184.0,2.0,15.0,2800,200.0,0.0,3,2,2,5.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,299000.0
3.0,1.0,144.0,2.0,16.0,2800,235.0,0.0,3,2,2,5.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,428000.0
4.0,2.0,216.0,2.0,20.0,2800,60.0,0.0,3,2,10,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,595000.0
4.0,1.0,216.0,2.0,20.0,2800,60.0,0.0,3,2,7,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,595000.0
1.0,1.0,74.0,2.0,9.0,2800,76.0,2.0,3,1,1,,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,281010.0
3.0,1.0,192.0,1.0,35.0,2800,190.0,0.0,3,1,1,7.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,575000.0
4.0,2.0,175.0,2.0,10.0,2800,53.0,0.0,3,2,2,,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,485010.0
5.0,2.0,349.0,3.0,50.0,3020,2493.0,8.0,4,2,13,3.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,695000.0
5.0,2.0,349.0,3.0,50.0,3020,2493.0,8.0,4,2,10,3.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,695000.0
6.0,2.0,219.0,2.0,15.0,3020,475.0,3.0,4,2,2,2.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,419000.0
4.0,1.0,284.0,2.0,1.0,3020,1.0,6.0,4,2,13,5.0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,685000.0
5.0,2.0,200.0,2.0,15.0,3020,60.0,1.0,4,2,2,,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,649000.0
3.0,1.0,142.0,2.0,15.0,3020,77.0,0.0,4,2,2,6.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,439000.0
1.0,1.0,45.0,2.0,25.0,3020,55.0,1.0,4,1,6,6.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,265000.0
1.0,1.0,60.0,1.0,22.0,3020,45.0,0.0,4,1,6,6.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,285000.0
3.0,1.0,142.0,2.0,15.0,3020,77.0,0.0,4,2,2,6.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,439000.0
3.0,1.0,129.0,1.0,25.0,3061,60.0,0.0,4,1,1,6.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,335000.0
2.0,1.0,135.0,2.0,1.0,3061,1.0,4.0,4,2,2,6.0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,469000.0
5.0,2.0,290.0,2.0,20.0,3061,530.0,3.0,4,2,2,2.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,495000.0
4.0,2.0,376.0,2.0,60.0,2970,2260.0,5.0,3,2,13,6.0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1295000.0
5.0,2.0,250.0,2.0,50.0,2970,800.0,0.0,3,2,13,6.0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,894500.0
2.0,2.0,122.0,2.0,18.0,2970,69.0,0.0,3,1,6,,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,379900.0
2.0,1.0,92.0,2.0,13.0,2970,57.0,1.0,3,1,6,7.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,399000.0
2.0,1.0,115.0,2.0,25.0,2970,97.0,0.0,3,1,6,,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,404900.0
4.0,2.0,623.0,4.0,170.0,2970,5945.0,7.0,3,2,13,6.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1795000.0
2.0,1.0,185.0,2.0,15.0,2970,500.0,2.0,3,2,13,2.0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,495000.0
3.0,1.0,195.0,2.0,30.0,2970,140.0,0.0,3,2,2,6.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,445000.0
4.0,2.0,187.0,2.0,20.0,2970,275.0,4.0,3,2,2,7.0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,700000.0
5.0,3.0,508.0,3.0,70.0,2970,2160.0,2.0,3,2,13,5.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,940000.0
4.0,2.0,170.0,2.0,25.0,2970,120.0,1.0,3,2,2,4.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,499000.0
5.0,1.0,150.0,2.0,132.0,2970,1.0,2.0,3,2,21,5.0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,640000.0
2.0,1.0,123.0,2.0,37.0,2970,161.0,2.0,3,1,1,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,545000.0
6.0,4.0,668.0,5.0,60.0,2970,3423.0,3.0,3,2,13,6.0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,2495000.0
4.0,2.0,480.0,2.0,100.0,2970,11875.0,9.0,3,2,13,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1450000.0
4.0,1.0,403.0,5.0,40.0,2970,1991.0,6.0,3,2,13,6.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,994500.0
2.0,1.0,185.0,2.0,15.0,2970,767.0,3.0,3,2,13,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,495000.0
4.0,2.0,480.0,4.0,100.0,2970,11875.0,9.0,3,2,13,5.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1450000.0
3.0,1.0,170.0,2.0,15.0,2970,100.0,2.0,3,2,2,,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,479000.0
8.0,5.0,795.0,2.0,63.0,2970,3683.0,5.0,3,2,13,6.0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1699000.0
4.0,2.0,230.0,2.0,28.0,2970,190.0,0.0,3,2,2,6.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,599000.0
3.0,1.0,200.0,2.0,14.0,2970,125.0,1.0,3,2,2,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,650000.0
3.0,1.0,200.0,2.0,13.0,2970,107.0,1.0,3,2,2,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,685000.0
3.0,2.0,168.0,1.0,21.0,2970,21.0,2.0,3,1,1,,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,749000.0
2.0,1.0,98.0,2.0,6.0,2970,7.0,0.0,3,1,1,,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,369900.0
3.0,1.0,135.0,2.0,18.0,3078,450.0,3.0,4,2,20,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,549000.0
2.0,2.0,110.0,1.0,20.0,3078,669.0,3.0,4,2,2,6.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,385000.0
3.0,1.0,220.0,1.0,20.0,3078,5.0,2.0,4,2,2,4.0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,410000.0
5.0,2.0,300.0,3.0,60.0,3078,600.0,3.0,4,2,9,6.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,850000.0
4.0,2.0,282.0,2.0,25.0,3078,300.0,2.0,4,2,13,,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,760000.0
4.0,1.0,267.0,2.0,25.0,3078,300.0,2.0,4,2,13,,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,784000.0
4.0,3.0,256.0,3.0,42.0,3078,600.0,4.0,4,2,13,4.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,599000.0
3.0,2.0,178.0,2.0,30.0,3078,340.0,3.0,4,2,2,6.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,595000.0
4.0,2.0,249.0,2.0,7.0,3078,1070.0,5.0,4,2,13,3.0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,629000.0
5.0,2.0,500.0,4.0,1.0,3071,1.0,8.0,4,2,13,5.0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,931000.0
3.0,2.0,210.0,2.0,50.0,3071,12762.0,2.0,4,2,2,5.0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,795000.0
4.0,2.0,165.0,3.0,20.0,3071,150.0,1.0,4,2,2,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,585000.0
6.0,2.0,314.0,2.0,30.0,3071,1305.0,6.0,4,2,2,6.0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1045000.0
2.0,1.0,90.0,1.0,18.0,3071,90.0,2.0,4,1,6,6.0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,385000.0
5.0,2.0,234.0,2.0,1.0,3071,155.0,5.0,4,2,2,4.0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,369000.0
6.0,2.0,577.0,2.0,90.0,3111,14000.0,1.0,4,2,13,5.0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1500000.0
4.0,1.0,165.0,2.0,30.0,3111,60000.0,3.0,4,2,2,5.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,499000.0
4.0,1.0,187.0,2.0,50.0,3070,1.0,3.0,4,2,2,6.0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,790000.0
2.0,1.0,88.0,1.0,10.0,3070,36.0,0.0,4,2,2,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,225000.0
4.0,1.0,134.0,2.0,40.0,3070,300.0,3.0,4,2,2,3.0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,545000.0
3.0,1.0,177.0,2.0,12.0,3070,150.0,2.0,4,2,10,4.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,395000.0
2.0,1.0,113.0,1.0,1.0,3070,1.0,2.0,4,1,1,5.0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,325000.0
3.0,2.0,239.0,2.0,70.0,2950,4500.0,4.0,3,2,13,6.0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,859000.0
4.0,2.0,183.0,3.0,27.0,2950,175.0,3.0,3,2,2,7.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,649000.0
2.0,1.0,157.0,1.0,70.0,2950,180.0,0.0,3,2,2,5.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,369000.0
2.0,1.0,125.0,2.0,28.0,2950,165.0,2.0,3,2,2,5.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,389000.0
2.0,1.0,135.0,2.0,40.0,2950,100.0,4.0,3,2,2,6.0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,395000.0
3.0,1.0,100.0,1.0,10.0,2950,400.0,2.0,3,1,1,6.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,297500.0
3.0,3.0,220.0,4.0,65.0,2950,2300.0,6.0,3,2,13,4.0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,775000.0
4.0,1.0,227.0,2.0,38.0,2950,300.0,3.0,3,2,2,7.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,575000.0
1.0,1.0,80.0,1.0,17.0,2950,70.0,0.0,3,1,6,,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,299000.0
2.0,1.0,129.0,2.0,10.0,2950,100.0,0.0,3,2,14,6.0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,385000.0
2.0,1.0,145.0,1.0,20.0,3128,735.0,1.0,4,2,2,2.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,219000.0
3.0,1.0,116.0,1.0,45.0,3110,125.0,1.0,4,2,2,4.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,398000.0
3.0,1.0,276.0,2.0,40.0,3110,1685.0,10.0,4,2,13,7.0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,750000.0
4.0,1.0,163.0,2.0,20.0,3120,800.0,4.0,4,2,2,7.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,539500.0
2.0,2.0,160.0,2.0,20.0,3120,620.0,5.0,4,2,2,2.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,275000.0
3.0,1.0,198.0,2.0,50.0,3120,850.0,4.0,4,2,13,6.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,589000.0
4.0,2.0,216.0,2.0,20.0,3120,800.0,2.0,4,2,2,7.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,565000.0
3.0,1.0,185.0,2.0,20.0,3120,260.0,3.0,4,2,2,3.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,305000.0
3.0,1.0,151.0,2.0,1.0,3120,1.0,5.0,4,2,2,5.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,425000.0
4.0,1.0,205.0,2.0,23.0,3130,350.0,0.0,4,2,2,,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,466000.0
4.0,1.0,450.0,2.0,100.0,3130,6400.0,5.0,4,2,13,5.0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,625000.0
6.0,2.0,440.0,4.0,30.0,3130,337.0,1.0,4,2,2,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,445000.0
2.0,1.0,96.0,1.0,10.0,3130,15.0,0.0,4,1,1,,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,338000.0
2.0,1.0,105.0,1.0,8.0,3130,28.0,0.0,4,1,1,,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,365600.0
4.0,2.0,377.0,3.0,120.0,3130,1900.0,1.0,4,2,2,5.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,625000.0
4.0,1.0,204.0,3.0,27.0,3130,1.0,0.0,4,2,2,7.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,549000.0
